timestamp,open,high,low,close,volume
2025-02-17 17:40:26.644,96097.0,97027.0,95201.0,95773.0,17453.15693
2025-02-18 17:40:26.644,95772.0,96791.0,93279.0,95704.0,27551.9535
2025-02-19 17:40:26.644,95704.0,96965.0,95071.0,96666.0,15395.03695
2025-02-20 17:40:26.644,96665.0,98675.0,96412.0,98271.0,19906.12267
2025-02-21 17:40:26.644,98271.0,99444.0,94938.0,96300.0,46169.3926
2025-02-22 17:40:26.644,96300.0,97000.0,95875.0,96524.0,8559.07623
2025-02-23 17:40:26.644,96523.0,96615.0,95199.0,96283.0,8976.52748
2025-02-24 17:40:26.644,96282.0,96535.0,91333.0,91569.0,36056.50785
2025-02-25 17:40:26.644,91587.0,92575.0,86095.0,88687.0,72858.15834
2025-02-26 17:40:26.644,88690.0,89448.0,82250.0,84281.0,50832.53228
2025-02-27 17:40:26.644,84281.0,87109.0,82675.0,84732.0,38157.5379
2025-02-28 17:40:26.644,84733.0,85084.0,78271.0,84301.0,65837.29723
2025-03-01 17:40:26.644,84301.0,86500.0,83777.0,86039.0,18472.15186
2025-03-02 17:40:26.644,86040.0,95000.0,84998.0,94200.0,45915.32925
2025-03-03 17:40:26.644,94200.0,94341.0,85017.0,86175.0,64528.03874
2025-03-04 17:40:26.644,86177.0,88967.0,81436.0,87246.0,57929.91851
2025-03-05 17:40:26.644,87246.0,90976.0,86295.0,90575.0,41168.39157
2025-03-06 17:40:26.644,90575.0,92763.0,87769.0,89898.0,42046.72944
2025-03-07 17:40:26.644,89897.0,91348.0,84558.0,86750.0,66212.67666
2025-03-08 17:40:26.644,86750.0,86881.0,85156.0,86217.0,12725.36063
2025-03-09 17:40:26.644,86217.0,86498.0,79973.0,80713.0,28788.0383
2025-03-10 17:40:26.644,80713.0,84015.0,77411.0,78557.0,57694.95957
2025-03-11 17:40:26.644,78557.0,83589.0,76526.0,82901.0,48797.81357
2025-03-12 17:40:26.644,82901.0,84455.0,80558.0,83639.0,31601.83759
2025-03-13 17:40:26.644,83639.0,84300.0,79902.0,81094.0,25289.86151
2025-03-14 17:40:26.644,81094.0,85289.0,80797.0,83905.0,26823.33793
2025-03-15 17:40:26.644,83906.0,84637.0,83489.0,84302.0,14380.95766
2025-03-16 17:40:26.644,84302.0,85053.0,81916.0,82546.0,27019.69958
2025-03-17 17:40:26.644,82545.0,84699.0,82388.0,83951.0,26747.49464
2025-03-18 17:40:26.644,83952.0,83960.0,81157.0,82703.0,40141.49268
2025-03-19 17:40:26.644,82703.0,86979.0,82541.0,86803.0,37883.16705
2025-03-20 17:40:26.644,86810.0,87429.0,83611.0,84179.0,33102.17178
2025-03-21 17:40:26.644,84179.0,84815.0,83100.0,84052.0,21011.08799
2025-03-22 17:40:26.644,84052.0,84500.0,83614.0,83804.0,8708.86665
2025-03-23 17:40:26.644,83804.0,86070.0,83767.0,86036.0,12499.42779
2025-03-24 17:40:26.644,86036.0,88737.0,85464.0,87472.0,29597.91226
2025-03-25 17:40:26.644,87472.0,88561.0,86280.0,87367.0,21841.53077
2025-03-26 17:40:26.644,87367.0,88247.0,85804.0,86872.0,23150.68514
2025-03-27 17:40:26.644,86873.0,87722.0,85708.0,87188.0,17232.65477
2025-03-28 17:40:26.644,87187.0,87460.0,83537.0,84379.0,28794.73229
2025-03-29 17:40:26.644,84380.0,84587.0,81605.0,82619.0,17533.0489
2025-03-30 17:40:26.644,82619.0,83509.0,81483.0,82331.0,17265.83261
2025-03-31 17:40:26.644,82330.0,83904.0,81240.0,82520.0,41546.5052
2025-04-01 17:40:26.644,82520.0,85547.0,82386.0,85124.0,34759.1275
2025-04-02 17:40:26.644,85123.0,88566.0,82272.0,82484.0,56567.21188
2025-04-03 17:40:26.644,82484.0,83880.0,81210.0,83154.0,38492.49045
2025-04-04 17:40:26.644,83153.0,84697.0,81622.0,83872.0,56340.71561
2025-04-05 17:40:26.644,83873.0,84265.0,82346.0,83503.0,16221.48363
2025-04-06 17:40:26.644,83503.0,83747.0,77073.0,78376.0,51210.34457
2025-04-07 17:40:26.644,78376.0,81356.0,74442.0,79180.0,95493.82151
2025-04-08 17:40:26.644,79181.0,80888.0,76160.0,76288.0,50715.17541
2025-04-09 17:40:26.644,76289.0,83606.0,74600.0,82629.0,87814.65317
2025-04-10 17:40:26.644,82629.0,82756.0,78500.0,79607.0,51510.21176
2025-04-11 17:40:26.644,79607.0,84300.0,78954.0,83397.0,37994.91641
2025-04-12 17:40:26.644,83397.0,86004.0,82777.0,85327.0,24582.08513
2025-04-13 17:40:26.644,85326.0,86193.0,82983.0,83731.0,37489.3475
2025-04-14 17:40:26.644,83732.0,85787.0,83664.0,84546.0,36544.38414
2025-04-15 17:40:26.644,84546.0,86420.0,83567.0,83614.0,33877.69349
2025-04-16 17:40:26.644,83615.0,85443.0,83059.0,83965.0,41694.26106
2025-04-17 17:40:26.644,83966.0,85450.0,83684.0,84905.0,28407.29198
2025-04-18 17:40:26.644,84906.0,85078.0,84370.0,84517.0,4972.33774
